Title,Content,Link,Summary,Preprocessed_Content,Date
慕曲鳴鳳賀端陽永樂開鑼,慕曲鳴鳳賀端陽永樂開鑼    由慕儀曲藝會主辦，澳門粵劇曲藝總會合辦，文化發展基金、澳門霍英東基金會贊助的“慕曲鳴鳳賀端陽”，今日下午二時假永樂大戲院一院上演。    演出內容有：一、折子戲《高山流水會知音》（賴偉仁、李鳳蓮）；二、《永繫不了情》（麥世雄、周海霞）；三、《蕭何月下追韓信》（鄧志明、歐慕儀）；四、折子戲《遊園驚夢》（李鳳蓮、林宇珊）；五、《沈三白與雲娘》（歐慕儀、梁玉梅）；六、折子戲《珍珠慰寂寥》（劉錦樹、周海霞）；七、折子戲《活捉張三郎》（鄧志明、黃嘉裕）。,http://www.macaodaily.com/html/2024-05/12/content_1754318.htm,慕曲鳴鳳賀端陽永樂開鑼    由慕儀曲藝會主辦，澳門粵劇曲藝總會合辦，文化發展基金、澳門霍英東基金會贊助的“慕曲鳴鳳賀端陽”，今日下午二時假永樂大戲院一院上演,慕曲鳴鳳 賀端 陽永樂 開鑼         由慕 儀曲 藝會 主辦 ， 澳門粵劇 曲藝 總會 合辦 ， 文化 發展 基金 、 澳門 霍英東 基金 會 贊助 的 “ 慕曲鳴鳳 賀端陽 ” ， 今日 下午 二時 假永樂 大戲院 一院 上演 。         演出 內容 有 ： 一 、 折子 戲 《 高山流水 會 知音 》 （ 賴偉仁 、 李鳳蓮 ） ； 二 、 《 永 繫 不了情 》 （ 麥 世雄 、 周海霞 ） ； 三 、 《 蕭 何月 下 追 韓信 》 （ 鄧志明 、 歐慕儀 ） ； 四 、 折子 戲 《 遊園 驚夢 》 （ 李鳳蓮 、 林宇 珊 ） ； 五 、 《 沈三白 與 雲娘 》 （ 歐慕儀 、 梁玉梅 ） ； 六 、 折子 戲 《 珍珠 慰 寂寥 》 （ 劉錦樹 、 周海霞 ） ； 七 、 折子 戲 《 活捉 張三郎 》 （ 鄧志明 、 黃 嘉裕 ） 。,2024-05-12
“一封家書”紅色短劇穗演廿二場,“一封家書”紅色短劇穗演廿二場    作爲“英雄花開英雄城”二○二四廣州傳承弘揚紅色文化系列活動的重要組成部分，“紅棉劇說”青春行動圍繞“一封家書”主題，五部紅色短劇最近在廣州七大場館累計演出廿二場，數十萬觀衆現場參與或線上收看，共同開啓“跨越時空的對話”，聆聽紅色故事。    “一封家書”展演以紅色場館爲舞台、紅色歷史爲劇本、青少年爲主角、沉浸式互動戲劇爲形式，創作演出《跨越時空的對話》、《哭子復》、《夢迴春園》、《黃埔家書》等五部紅色主題短劇，分別在廣州起義烈士陵園、中共中央機關春園舊址、毛澤東同志主辦農民運動講習所舊址紀念館、黃埔軍校舊址紀念館、陳樹人紀念館、廣州市南武中學等地進行了實景展演，吸引各年齡層人群觀看並參與現場互動，在親身體驗中追尋家書裏的紅色記憶。    其中，陳樹人悼念兒子陳復的《哭子復》、陳毅安留給妻子的無字書、李冠南寫給妹妹的信、向警予致父母的信……一封家書紙短情長，道不盡革命先輩們的家國情懷。字裏行間，殷殷之情俱繫中華，寸寸丹心皆爲家國。這些紅色家書以沉浸式短劇進行生動演繹，飽含深情的文字化作可視可聽可感的現場演出，紅色記憶具象化、生活化、立體化，讓市民遊客在沉浸式觀劇過程中更好地感悟革命精神，汲取奮進力量，傳承紅色基因。    此次展演活動在劇目的創排上，緊密結合廣州本地的紅色資源尤其是紅色場館的館藏資源，選取具有代表性的英雄人物和事件，通過青少年喜聞樂見的沉浸式演出、角色扮演等多種形式，創新性地將紅色景點參觀遊覽與舞台藝術表演相結合。    “一封家書”系列演出活動已圓滿完成，但新時代青年與革命先輩跨越時空的對話還在繼續。接下來，廣州計劃將廿分鐘的紅色短劇《跨越時空的對話》進行擴充，打磨提升爲一部紅色話劇搬上舞台。,http://www.macaodaily.com/html/2024-05/12/content_1754326.htm,“一封家書”展演以紅色場館爲舞台、紅色歷史爲劇本、青少年爲主角、沉浸式互動戲劇爲形式，創作演出《跨越時空的對話》、《哭子復》、《夢迴春園》、《黃埔家書》等五部紅色主題短劇，分別在廣州起義烈士陵園、中共中央機關春園舊址、毛澤東同志主辦農民運動講習所舊址紀念館、黃埔軍校舊址紀念館、陳樹人紀念館、廣州市南武中學等地進行了實景展演，吸引各年齡層人群觀看並參與現場互動，在親身體驗中追尋家書裏的紅色記憶,“ 一封 家書 ” 紅色 短 劇穗演 廿二 場         作 爲 “ 英雄 花開 英雄城 ” 二 ○ 二四 廣州 傳承弘揚 紅色 文化 系列 活動 的 重要 組成 部分 ， “ 紅棉劇 說 ” 青春 行動圍 繞 “ 一封 家書 ” 主題 ， 五部 紅色 短劇 最近 在 廣州 七大場 館 累計 演出 廿二 場 ， 數十萬觀 衆 現場 參與 或線 上 收看 ， 共同 開 啓 “ 跨越 時空 的 對 話 ” ， 聆 聽 紅色 故事 。         “ 一封 家書 ” 展演 以紅色 場館 爲 舞台 、 紅色 歷史 爲 劇本 、 青少年 爲 主角 、 沉浸 式 互動 戲劇 爲 形式 ， 創作 演出 《 跨越 時空 的 對 話 》 、 《 哭子 復 》 、 《 夢 迴 春園 》 、 《 黃埔家書 》 等 五部 紅色 主題 短劇 ， 分別 在 廣州 起義 烈士 陵園 、 中共中央 機關 春園 舊址 、 毛澤東 同志 主辦 農民運動 講習 所 舊址 紀念館 、 黃 埔 軍校 舊址 紀念館 、 陳 樹人 紀念館 、 廣 州市 南武 中學 等 地 進行 了 實景 展演 ， 吸引 各年齡 層 人群 觀看 並參 與 現場 互動 ， 在 親身 體驗 中 追 尋家書 裏 的 紅色 記憶 。         其中 ， 陳 樹人 悼念 兒子 陳 復 的 《 哭子 復 》 、 陳 毅安留給 妻子 的 無字書 、 李冠南 寫給 妹妹 的 信 、 向警予 致 父母 的 信 … … 一封 家書紙 短 情長 ， 道 不 盡 革命 先輩們 的 家國 情懷 。 字 裏 行間 ， 殷殷 之情 俱 繫 中 華 ， 寸寸 丹心 皆 爲 家國 。 這些 紅色 家書以 沉浸 式 短劇 進行 生動 演繹 ， 飽含 深情 的 文字 化作 可視 可 聽 可感 的 現場 演出 ， 紅色 記憶 具象化 、 生活化 、 立體化 ， 讓 市民 遊客 在 沉浸 式 觀劇 過程 中 更好 地 感悟 革命 精神 ， 汲取 奮進 力量 ， 傳承紅色 基因 。         此次 展演 活動 在劇 目的 創排 上 ， 緊密 結合 廣州 本地 的 紅色 資源 尤其 是 紅色 場館 的 館 藏 資源 ， 選取 具有 代表性 的 英雄人物 和 事件 ， 通過 青少年 喜聞樂見 的 沉浸 式 演出 、 角色扮演 等 多種 形式 ， 創新性 地 將紅色 景點 參觀 遊覽 與 舞台 藝術 表演 相結合 。         “ 一封 家書 ” 系列 演出 活動 已圓滿 完成 ， 但 新 時代 青年 與 革命 先輩 跨越 時空 的 對 話 還在 繼續 。 接下 來 ， 廣州 計劃將 廿分鐘 的 紅色 短劇 《 跨越 時空 的 對 話 》 進行 擴充 ， 打磨 提升 爲 一部 紅色 話劇 搬 上 舞台 。,2024-05-12
十集紀錄片《廉吏傳》今開播,十集紀錄片《廉吏傳》今開播    澳門資訊（94台）由今日起，逢周日晚八時三十分播映《廉吏傳》。中國民間一直有一種“青天情結”，這是一種古代民間對於官場政治的特殊期待，希望“青天”為民眾排憂解難，整治貪官污吏，而“青天”往往是和“廉吏”劃等號的。在民間故事和傳說中，“青天”的主角可以是抬着棺材上朝的海瑞、可以是鍘了陳世美的包拯，甚至是憂國憂民的范仲淹。    十集系列紀錄片《廉吏傳》，在肯定“廉吏”在特定的環境下所具有的典範價值外，還就每個“廉吏”包括不朽傳奇包拯、大明奇人海瑞、大清廉吏張伯行、救時英雄于謙、賣地知縣王鼎銘、千古諫相魏徵、清德永在楊震、天下蒼生張養浩、天下第一廉吏于成龍及憂樂天下范仲淹他們所生活的時代，對當時的政治文化背景展開分析。,http://www.macaodaily.com/html/2024-05/12/content_1754327.htm,十集系列紀錄片《廉吏傳》，在肯定“廉吏”在特定的環境下所具有的典範價值外，還就每個“廉吏”包括不朽傳奇包拯、大明奇人海瑞、大清廉吏張伯行、救時英雄于謙、賣地知縣王鼎銘、千古諫相魏徵、清德永在楊震、天下蒼生張養浩、天下第一廉吏于成龍及憂樂天下范仲淹他們所生活的時代，對當時的政治文化背景展開分析,十集 紀錄片 《 廉吏 傳 》 今開播         澳門 資訊 （ 94 台 ） 由 今日 起 ， 逢 周日 晚八時 三十分 播映 《 廉吏 傳 》 。 中國民間 一直 有 一種 “ 青天 情結 ” ， 這是 一種 古代 民間 對 於 官場 政治 的 特殊 期待 ， 希望 “ 青天 ” 為民眾 排憂 解難 ， 整治 貪官 污吏 ， 而 “ 青天 ” 往往 是 和 “ 廉吏 ” 劃等號 的 。 在 民間 故事 和 傳 說 中 ， “ 青天 ” 的 主角 可以 是 抬 着 棺材 上朝 的 海瑞 、 可以 是 鍘 了 陳 世 美的 包拯 ， 甚至 是 憂國 憂民 的 范仲淹 。         十集 系列 紀錄片 《 廉吏 傳 》 ， 在 肯定 “ 廉吏 ” 在 特定 的 環境 下 所 具有 的 典範價值 外 ， 還就 每個 “ 廉吏 ” 包括 不朽 傳奇 包拯 、 大明 奇人 海瑞 、 大 清廉 吏 張伯行 、 救時 英雄 于謙 、 賣地 知縣 王鼎銘 、 千古 諫 相 魏徵 、 清德永在 楊震 、 天下 蒼生 張養 浩 、 天下第一 廉吏 于 成龍及 憂樂 天下 范仲淹 他們 所 生活 的 時代 ， 對 當時 的 政治 文化背景 展開 分析 。,2024-05-12
澳門資訊播《共和國符號》,澳門資訊播《共和國符號》    澳門資訊（94台）由今日起，逢周日晚八時播映《共和國符號》。該片以珍貴的手稿原件、檔案文獻、影像資料為基礎，以高科技三維細緻展現國旗、國徽、國印、人民幣等一系列深入人心的共和國符號，生動講述設計過程和背後的感人故事，深度挖掘代表新中國形象的國家符號紅色設計理念和中國美學的結合，展現新時代的發展變化和輝煌成就。節目共十集，各集主題分別是國旗、國印、人民大會堂、國歌、人民英雄紀念碑、國徽、天安門毛主席畫像、人民幣、軍旗及天安門廣場。    另外，澳門體育（93台）、澳廣視網站及澳廣視App在中午十二時○五分直播日本職業足球聯賽，由鹿島鹿角對東京綠茵，敬請收看。,http://www.macaodaily.com/html/2024-05/12/content_1754328.htm,該片以珍貴的手稿原件、檔案文獻、影像資料為基礎，以高科技三維細緻展現國旗、國徽、國印、人民幣等一系列深入人心的共和國符號，生動講述設計過程和背後的感人故事，深度挖掘代表新中國形象的國家符號紅色設計理念和中國美學的結合，展現新時代的發展變化和輝煌成就,澳門 資訊播 《 共和 國符號 》         澳門 資訊 （ 94 台 ） 由 今日 起 ， 逢 周日 晚八時 播映 《 共和 國符號 》 。 該片 以珍貴 的 手稿 原件 、 檔案 文獻 、 影像 資料 為 基礎 ， 以 高科技 三維 細 緻 展 現 國 旗 、 國徽 、 國印 、 人民 幣等 一系列 深入人心 的 共和 國符號 ， 生動 講述 設計 過程 和 背 後 的 感人 故事 ， 深度 挖掘 代表 新中國 形象 的 國家 符號 紅色 設計 理念 和 中國 美學 的 結合 ， 展現 新 時代 的 發展 變化 和 輝煌 成就 。 節目 共 十集 ， 各集 主題 分別 是 國旗 、 國印 、 人民 大會堂 、 國歌 、 人民 英雄 紀念碑 、 國徽 、 天安 門 毛主席 畫像 、 人民 幣 、 軍旗 及 天安 門廣場 。         另外 ， 澳門 體育 （ 93 台 ） 、 澳廣視 網站 及 澳廣視 App 在 中午 十二 時 ○ 五分 直播 日本 職業 足球 聯賽 ， 由 鹿島 鹿角 對 東京 綠茵 ， 敬請 收看 。,2024-05-12
達克莊園兩遭入侵保鑣中槍,與堅卓拉瑪網上罵戰禍不單行    達克莊園兩遭入侵保鑣中槍    三十七歲的加拿大饒舌歌手達克(Drake)最近禍不單行。他的多倫多豪華莊園被入侵者闖入後，在兩天內再被入侵，達克的保鑣和入侵者發生衝突，警方趕到後將涉嫌男子制服並送醫院。此前，另一名達克的保鑣遭駕車闖入者槍擊，中槍傷勢嚴重。多次的安全恐慌讓酸民好自然聯想到，會不會和Rap歌王堅卓拉瑪(Kendrick Lamar)的狂粉有關。    早前，達克和堅卓拉瑪在網上罵戰，愈演愈烈。多倫多警察局表示正在調查涉嫌闖入者的企圖，目前尚不清楚那兩名入侵者中的任何一個、或槍傷達克保鑣的人是否有任何關係。達克的莊園曾經威遍多倫多，一五年他以六百七十萬美元（折合約五千三百六十萬澳門元）購買了加拿大價值最貴街道的土地，再花費心思用一億美元（折合約八億澳門元）打造莊園。地點儘管眾所周知，但達克對莊園細節保密，他曾在社交媒體上向粉絲展示部分設施，包括坐擁一個超大的的私人籃球場。    達克從事的房地產現狀因這次事件被網民重點關注，發現他早前以八千八百萬美元（折合約七億四百萬澳門元）重新出售比華利山莊的豪宅，該豪宅是達克在二二年春季用七千五百萬美元（折合約六億澳門元），由“壞孩子”羅比威廉斯(Robbie Williams)手上購入，可見達克“食水”好深。另外，達克以一千五百萬美元（折合約一億二千萬澳門元）買下得州某龐大牧場，內有度假村、網球場、馬術設施、有機農場、私人小屋、莊園及帶七千瓶酒窖的餐廳，非常奢華。,http://www.macaodaily.com/html/2024-05/12/content_1754304.htm,達克從事的房地產現狀因這次事件被網民重點關注，發現他早前以八千八百萬美元（折合約七億四百萬澳門元）重新出售比華利山莊的豪宅，該豪宅是達克在二二年春季用七千五百萬美元（折合約六億澳門元），由“壞孩子”羅比威廉斯(Robbie Williams)手上購入，可見達克“食水”好深,與 堅卓拉瑪網 上 罵 戰禍 不 單行         達克 莊園 兩遭 入侵 保鑣 中槍         三十七 歲 的 加拿大 饒舌 歌手 達克 ( Drake ) 最近 禍 不 單行 。 他 的 多倫多 豪華莊園 被 入侵者 闖入 後 ， 在 兩天 內 再 被 入侵 ， 達克 的 保鑣 和 入侵者 發生 衝突 ， 警方 趕到後將 涉嫌 男子 制服 並送 醫院 。 此前 ， 另一名 達克 的 保鑣 遭 駕車 闖入 者 槍擊 ， 中槍 傷勢 嚴重 。 多次 的 安全 恐慌 讓 酸民好 自然 聯 想到 ， 會不會 和 Rap 歌王 堅卓拉瑪 ( Kendrick   Lamar ) 的 狂粉 有關 。         早前 ， 達克 和 堅卓拉瑪 在 網上 罵 戰 ， 愈演愈烈 。 多倫多 警察局 表示 正在 調查 涉嫌 闖入 者 的 企圖 ， 目前 尚 不 清楚 那 兩名 入侵者 中 的 任何 一個 、 或槍 傷達克 保鑣 的 人 是否 有 任何 關 係 。 達克 的 莊園 曾 經威遍 多倫多 ， 一 五年 他 以 六百 七十 萬 美元 （ 折合 約 五千 三百六十 萬澳門 元 ） 購買 了 加拿大 價值 最貴 街道 的 土地 ， 再花費 心思 用 一 億 美元 （ 折合 約 八 億澳門 元 ） 打造 莊園 。 地 點 儘 管 眾 所 周知 ， 但達克 對 莊園 細節 保密 ， 他 曾 在 社交 媒體 上 向 粉絲 展示 部分 設施 ， 包括 坐擁 一個 超大 的 的 私人 籃球場 。         達克 從 事 的 房 地產現 狀因 這次 事件 被 網民 重點 關注 ， 發現 他 早前 以八 千八百 萬 美元 （ 折合 約 七 億 四百 萬澳門 元 ） 重新 出售 比華利山莊 的 豪宅 ， 該 豪宅 是 達克 在 二 二年 春季 用 七千五百 萬 美元 （ 折合 約 六 億澳門 元 ） ， 由 “ 壞 孩子 ” 羅 比 威廉斯 ( Robbie   Williams ) 手上 購入 ， 可見 達克 “ 食水 ” 好深 。 另外 ， 達克以 一千五百 萬 美元 （ 折合 約 一 億 二千 萬澳門 元 ） 買下 得州 某 龐大牧場 ， 內有 度假村 、 網球場 、 馬 術 設施 、 有機 農場 、 私人 小屋 、 莊園 及 帶 七千 瓶 酒窖 的 餐廳 ， 非常 奢華 。,2024-05-12
莎蓮娜高美絲對前度不甘示弱,與男友拍照騷恩愛    莎蓮娜高美絲對前度不甘示弱    美國人氣女歌手莎蓮娜高美絲(Selena Gomez)與加拿大樂壇天王賈斯汀比伯(Justin Bieber)六年前已徹底分手，但她和賈斯汀的瓜永遠都吃不完。事關在賈斯汀宣佈太太有孕之後，莎蓮娜也“不甘示弱”。她在網上發佈和音樂人班尼布蘭柯(Benny Blanco)的恩愛消息，兩人僅以手疊手及毛衣等元素拍了一張黑白相片，簡單宣告他們還是戀人關係。    不過，據TMZ報道當希莉比伯(Hailey Bieber)官宣懷孕的同時，班尼布在賭城由下午三點半賭到晚上八點，酸民認為單是這一點，莎蓮娜便輸了。,http://www.macaodaily.com/html/2024-05/12/content_1754305.htm,與男友拍照騷恩愛    莎蓮娜高美絲對前度不甘示弱    美國人氣女歌手莎蓮娜高美絲(Selena Gomez)與加拿大樂壇天王賈斯汀比伯(Justin Bieber)六年前已徹底分手，但她和賈斯汀的瓜永遠都吃不完,與 男友 拍照 騷恩愛         莎蓮娜 高美絲 對 前度 不甘示弱         美國 人氣 女歌手 莎蓮娜 高美絲 ( Selena   Gomez ) 與 加拿大 樂壇 天王 賈 斯汀 比伯 ( Justin   Bieber ) 六年 前 已 徹底 分手 ， 但 她 和 賈 斯汀 的 瓜永遠 都 吃不完 。 事關 在 賈 斯汀 宣 佈 太太 有孕 之 後 ， 莎蓮娜 也 “ 不甘示弱 ” 。 她 在 網上 發 佈 和 音樂 人班尼布蘭柯 ( Benny   Blanco ) 的 恩 愛 消息 ， 兩人僅 以 手疊手 及 毛衣 等 元素 拍 了 一張 黑白 相片 ， 簡單 宣告 他們 還是 戀人關 係 。         不過 ， 據 TMZ 報道 當希 莉比 伯 ( Hailey   Bieber ) 官宣懷孕 的 同時 ， 班尼布 在 賭城 由 下午 三點 半 賭到 晚上 八點 ， 酸民 認為 單是 這一點 ， 莎蓮娜 便 輸 了 。,2024-05-12
金卡迪珊寵兒送迷你版豪車,金卡迪珊寵兒送迷你版豪車    由Tesla研發的Cybertruck是一車難求，但作為四十三歲的美國卡迪珊家族名媛金卡迪珊(Kim Kardashian)的五歲兒子Psalm，他絕對是要風得風。    近日由阿金把寵兒的消息發佈網上，她兒子身邊有一部Cybertruck迷你版，最威水的是“遊車河”時的廣闊花園，從片段中網民可以看到其價值六千萬美元（折合約四億八千萬澳門元）的Hidden Hills豪宅是幾咁豪華。    原來，該車子是由家族靈魂人物兼嬤嬤姬絲珍納(Kris Jenner)提供，雖與真正的十萬美元（折合約八十萬澳門元）Cybertruck不同，但迷你版發售一千五百美元（折合約一萬二千澳門元），也價值不菲。,http://www.macaodaily.com/html/2024-05/12/content_1754309.htm,近日由阿金把寵兒的消息發佈網上，她兒子身邊有一部Cybertruck迷你版，最威水的是“遊車河”時的廣闊花園，從片段中網民可以看到其價值六千萬美元（折合約四億八千萬澳門元）的Hidden Hills豪宅是幾咁豪華,金卡迪珊 寵兒 送 迷你版 豪車         由 Tesla 研發 的 Cybertruck 是 一車 難求 ， 但作 為 四十三 歲 的 美國 卡迪珊 家族 名媛 金卡迪珊 ( Kim   Kardashian ) 的 五歲 兒子 Psalm ， 他絕 對 是 要 風得風 。         近日 由 阿金 把 寵兒 的 消息 發 佈 網上 ， 她 兒子 身邊 有 一部 Cybertruck 迷你版 ， 最威水 的 是 “ 遊車河 ” 時 的 廣闊 花園 ， 從 片段 中 網民 可以 看到 其價值 六千 萬 美元 （ 折合 約 四 億 八千 萬澳門 元 ） 的 Hidden   Hills 豪宅 是 幾 咁 豪華 。         原來 ， 該 車子 是 由 家族 靈魂 人物 兼嬤嬤姬 絲珍納 ( Kris   Jenner ) 提供 ， 雖 與 真正 的 十萬 美元 （ 折合 約 八十 萬澳門 元 ） Cybertruck 不同 ， 但 迷你版 發售 一千五百 美元 （ 折合 約 一萬 二千 澳門元 ） ， 也 價值 不菲 。,2024-05-12
山田涼介想逛台北夜市,山田涼介想逛台北夜市    日星山田涼介登上大銀幕，他主演的電影《Silent Love》將於六月在台灣上映。他因行程無法去台，昨日上午參加跨海特映會，與四百名粉絲零近距離交流。場上接受多題問答，解密片中秘密。山田涼介事後接受台灣媒體訪問，詢問台灣哪裡好玩？他已長達五年沒去台灣，他回想道：“記得上次好像有去九份，不過好像沒去夜市，所以想要去逛逛夜市。”他反問台灣媒體“大家有推薦的地方嗎？”記者秒答“台北大巨蛋開演唱會”，他也開心地點點頭比起讚。    《Silent Love》由日本名導演内田英治編導，講述無法發出聲音、失去希望苟且度日的青年蒼（山田涼介）與因事故失明的音大學生美夏（濱邊美波）之間的淒美愛情故事 。,http://www.macaodaily.com/html/2024-05/12/content_1754312.htm,山田涼介想逛台北夜市    日星山田涼介登上大銀幕，他主演的電影《Silent Love》將於六月在台灣上映,山田 涼介想 逛 台北 夜市         日星 山田 涼介 登上 大銀幕 ， 他 主演 的 電影 《 Silent   Love 》 將於 六月 在 台灣 上映 。 他 因 行程 無法 去 台 ， 昨日 上午 參加 跨海 特映 會 ， 與 四百名 粉絲 零 近距 離 交流 。 場上 接受 多題 問答 ， 解密 片中 秘密 。 山田 涼介事 後 接受 台灣 媒體 訪問 ， 詢問 台灣 哪裡 好玩 ？ 他 已長 達 五年 沒去 台灣 ， 他 回想 道 ： “ 記得 上次 好像 有 去 九份 ， 不過 好像 沒去 夜市 ， 所以 想要 去 逛逛 夜市 。 ” 他 反問 台灣 媒體 “ 大家 有 推薦 的 地方 嗎 ？ ” 記者 秒 答 “ 台北 大 巨蛋 開 演唱 會 ” ， 他 也 開 心地 點點頭 比起 讚 。         《 Silent   Love 》 由 日本 名導 演内 田英治 編導 ， 講述 無法 發出 聲音 、 失去 希望 苟且 度日 的 青年 蒼 （ 山田 涼介 ） 與 因 事故 失明 的 音大學生 美夏 （ 濱邊 美波 ） 之間 的 淒美愛情 故事   。,2024-05-12
桂莉芙白德露以女為傲,桂莉芙白德露以女為傲    五十一歲的奧斯卡影后桂莉芙白德露(Gwyneth Paltrow)作為健康網站Goop的創立人，其十九歲的女兒Apple看着她一定會學到好多。消息指Apple是純素食主義者，桂莉芙向媒體E! News證實女兒的生活態度，她說：“她非常喜歡清潔、無毒的美容、素食食物和物品，她不想碰任何對動物殘忍的東西。”    繼承父母優良的基因，很多人都在猜測Apple會不會入行。她目前正在大學讀書，跟隨母親的飲食習慣，好大機會女承母業。桂莉芙以她為傲，她續說：“我一切都由她來管理，我非常重視她的意見，而且她也是一個化妝產品生產者，意見比我更重要。”,http://www.macaodaily.com/html/2024-05/12/content_1754313.htm,桂莉芙白德露以女為傲    五十一歲的奧斯卡影后桂莉芙白德露(Gwyneth Paltrow)作為健康網站Goop的創立人，其十九歲的女兒Apple看着她一定會學到好多,桂莉 芙 白德露 以女 為傲         五十一 歲 的 奧斯卡 影后 桂莉 芙 白德露 ( Gwyneth   Paltrow ) 作為 健康 網站 Goop 的 創立 人 ， 其 十九 歲 的 女兒 Apple 看着 她 一定 會學到 好多 。 消息 指 Apple 是 純 素食 主義者 ， 桂莉 芙 向 媒體 E !   News 證實 女兒 的 生活 態度 ， 她 說 ： “ 她 非常 喜歡 清潔 、 無毒 的 美容 、 素食 食物 和 物品 ， 她 不想 碰 任何 對動物 殘忍 的 東西 。 ”         繼承 父母 優良 的 基因 ， 很多 人 都 在 猜測 Apple 會不會 入行 。 她 目前 正在 大學 讀書 ， 跟 隨母親 的 飲食 習慣 ， 好大機會 女承母業 。 桂莉 芙 以 她 為傲 ， 她續 說 ： “ 我 一切 都 由 她 來 管理 ， 我 非常 重視 她 的 意見 ， 而且 她 也 是 一個 化妝產品 生產者 ， 意見 比 我 更 重要 。 ”,2024-05-12
宋江曬當兵平頭照獲讚,宋江曬當兵平頭照獲讚    韓星宋江上個月以陸軍現役身份入伍服兵役，入伍前一天他公開親筆道別信，感謝粉絲陪伴他的成長，表示雖然暫時離別，但相信時間會很快過去，他也將盡快回歸到大家的視野。 此外，宋江提到自己希望在兵役期間學習新的語言，並承諾日後會以健康、幸福的形象出現在大家面前。他還曬出剪着小平頭的認證照，隔空對粉絲喊話：“努力！！！會好好去了回來的！”    宋江在軍營的近況照近日流出，可以看到他穿着藍色制服、仍頂着超短小平頭，微笑着和戰友肩搭肩，擺出了剪刀手。而在另一則釋出的影片中，他也和戰友一起、左右搖擺大唱軍歌，讓網友大笑稱讚：“太融入了～”、“感覺人緣超好”。宋江預計在明年十月退伍。,http://www.macaodaily.com/html/2024-05/12/content_1754316.htm,宋江曬當兵平頭照獲讚    韓星宋江上個月以陸軍現役身份入伍服兵役，入伍前一天他公開親筆道別信，感謝粉絲陪伴他的成長，表示雖然暫時離別，但相信時間會很快過去，他也將盡快回歸到大家的視野,宋江 曬 當兵 平頭照 獲 讚         韓星 宋江 上個 月 以陸 軍 現役 身份 入伍 服兵役 ， 入伍 前一天 他 公開親 筆道 別信 ， 感謝 粉絲 陪伴 他 的 成長 ， 表示 雖然 暫時 離別 ， 但 相信 時間 會 很快 過去 ， 他 也 將盡快 回歸到 大家 的 視野 。   此外 ， 宋江 提到 自己 希望 在 兵役 期間 學習 新 的 語言 ， 並承諾 日後會 以 健康 、 幸福 的 形象 出現 在 大家 面前 。 他 還曬出 剪 着 小平頭 的 認證照 ， 隔空 對 粉絲 喊 話 ： “ 努力 ！ ！ ！ 會 好好 去 了 回來 的 ！ ”         宋江 在 軍營 的 近況 照 近日 流出 ， 可以 看到 他 穿着 藍色 制服 、 仍頂 着 超 短小 平頭 ， 微笑 着 和 戰友 肩 搭 肩 ， 擺出 了 剪刀手 。 而 在 另 一則 釋出 的 影片 中 ， 他 也 和 戰友 一起 、 左右 搖擺大唱 軍歌 ， 讓 網友 大笑 稱 讚 ： “ 太 融入 了 ～ ” 、 “ 感覺 人緣 超好 ” 。 宋江 預計 在 明年 十月 退伍 。,2024-05-12
視事關心,視事關心    亞歷山大的冰島歷險記:1    有線(51)BBC EARTH下午六時二十分播映。亞歷山大阿姆斯壯繼續走訪冰島各地，造訪冰川地形，遊覽著名的赫馬島。    新小婦人    有線(40)HITS Movie晚上八時播映。瑪區姐妹們在內戰後的美國生活和成長。    當舖之星美國遊    有線(54)歷史頻道下午六時十分播映。瑞克、柯瑞和朱姆與奧斯汀較量時，就準備好與得州扯上關係，他們希望可以收集一些寶石。,http://www.macaodaily.com/html/2024-05/12/content_1754320.htm,視事關心    亞歷山大的冰島歷險記:1    有線(51)BBC EARTH下午六時二十分播映,視事 關心         亞歷 山大 的 冰島 歷險記 : 1         有線 ( 51 ) BBC   EARTH 下午 六時 二十分 播映 。 亞歷 山大 阿姆斯 壯繼續 走訪 冰島 各地 ， 造訪 冰川 地形 ， 遊覽 著名 的 赫馬島 。         新小婦 人         有線 ( 40 ) HITS   Movie 晚上 八時 播映 。 瑪區 姐妹 們 在 內戰 後 的 美國 生活 和 成長 。         當 舖 之星 美國遊         有線 ( 54 ) 歷史 頻道 下午 六時 十分 播映 。 瑞克 、 柯瑞 和 朱姆 與 奧 斯汀 較量 時 ， 就 準備 好 與 得 州 扯 上關 係 ， 他們 希望 可以 收集 一些 寶石 。,2024-05-12
